NOMENCLATURA,TITULO,TIPO,FORMATO,URL,FECHA
CP-SM-33-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2bb84069-6305-4eac-a1f7-fc5c312f41bb,2025-01-17T15:11:36-05:00
CP-SM-33-2024-ELSE-1,Bases Integradas,biddingDocuments,rar,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1f9aaff8-e919-4a75-93d6-a5fca7078198,2025-01-17T15:11:36-05:00
CP-SM-33-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fbd9d3c9-0bfe-4a38-93d0-f2a7b7be0368,2025-02-18T18:56:04-05:00
CP-SM-33-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a8b6e46f-9836-4fa8-8b23-04481f669111,2025-02-18T18:56:05-05:00
CP-SM-33-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=58aa88c0-c132-4720-b70c-dc1a0ecb79be,2025-02-18T18:56:06-05:00
CP-SM-4-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8c120686-3f42-4e1a-bba0-771a81ef1cb0,2024-12-27T15:28:00-05:00
CP-SM-4-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=68023a59-1ee5-4bae-9bb3-7ac2f028bb07,2024-12-27T15:28:00-05:00
CP-SM-4-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5413c3a2-1e7b-4627-b18d-bed5f27044b5,2025-01-24T17:39:14-05:00
CP-SM-4-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f4cd3f1e-cbf7-4c42-a287-d9825c4372f6,2025-01-24T17:39:14-05:00
CP-SM-4-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=17b09f68-60c5-4519-830f-8a98012e9d5d,2025-02-18T19:02:29-05:00
CP-SM-4-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=48d036cf-1107-49e6-8987-80349d8835a3,2025-02-18T19:02:29-05:00
CP-SM-4-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4f130477-c2fb-415e-bb59-920dcf4df590,2025-02-18T19:02:29-05:00
AS-SM-79-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ed1164a5-5fa4-474c-a923-4550bee0db81,2024-12-18T17:53:00-05:00
AS-SM-79-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e732ecd1-cc1d-4d06-b91b-7138ef5a92c7,2024-12-18T17:53:00-05:00
AS-SM-79-2024-ELSE-1,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dda73794-3ef6-407c-b5cf-5c29a0691474,2024-12-18T17:53:00-05:00
AS-SM-79-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2d583613-2163-4dce-bbf5-624e2adb14d5,2025-01-07T17:55:49-05:00
AS-SM-79-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=32f3ef65-c0e6-4087-8755-272ac76bdde7,2025-01-07T17:55:49-05:00
AS-SM-79-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=50aba9b9-5705-4a07-a794-d083877f282d,2025-01-20T23:34:40-05:00
AS-SM-79-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b96498c8-3966-4526-894f-a76f5893d398,2025-01-20T23:34:40-05:00
AS-SM-79-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c842589f-67aa-4c58-b838-92405f1e71f9,2025-01-20T23:34:40-05:00
AS-SM-79-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152799941,2025-02-28T16:26:52-05:00
LP-SM-30-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b9dea66d-f4f7-4d79-923c-f040b46edfb3,2024-12-17T10:27:00-05:00
LP-SM-30-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=22020a15-606a-49a8-8bc3-5691737ba6b1,2024-12-17T10:27:00-05:00
LP-SM-30-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6eb5dd2b-f32a-41d0-9dc5-4c86068e6ba2,2025-01-22T16:00:13-05:00
LP-SM-30-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=25b1f727-e945-49b3-8a8d-ce6521cddb38,2025-01-22T16:00:13-05:00
LP-SM-30-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c12685a3-c0b2-42fd-b5c0-24078d5ddda9,2025-02-14T17:42:13-05:00
LP-SM-30-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=802e179d-66ed-45a1-b488-6c10fd45b8a2,2025-02-14T17:42:13-05:00
LP-SM-30-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=47acea67-6921-4bef-abdb-ab9f2d65c8a2,2025-02-14T17:42:14-05:00
LP-SM-7-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5d8fe07a-0b20-420b-911b-a1dc460df1fc,2024-12-12T11:33:00-05:00
LP-SM-7-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=004267a9-23f7-4ca5-a7ad-222483f0c427,2024-12-12T11:33:00-05:00
LP-SM-7-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c5b820aa-caa2-49dd-9ee6-37ea50d0a481,2025-01-17T16:50:45-05:00
LP-SM-7-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ee0977c9-f5cc-4520-834b-7b605516d305,2025-01-17T16:50:46-05:00
CP-SM-75-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f54f7576-c4ac-474e-9a3f-7653e05c8e2b,2024-12-27T12:05:00-05:00
CP-SM-75-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ac29927c-b16e-4b1b-b8c6-88a7c3b76ede,2024-12-27T12:05:00-05:00
CP-SM-75-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=69a74b90-8705-49fa-8549-4121b677217f,2025-01-21T16:56:11-05:00
CP-SM-75-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5305afdb-e13a-494b-8779-94c81577f286,2025-01-21T16:56:11-05:00
CP-SM-76-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3627f166-24b6-494a-af6c-a7bf92d5096c,2024-12-27T12:33:00-05:00
CP-SM-76-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fece4759-6052-4320-93dd-1b6fa0977ee4,2024-12-27T12:33:00-05:00
CP-SM-76-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bfc7fb89-8912-4bf6-abb3-da49bd16d759,2025-01-21T17:03:29-05:00
CP-SM-76-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=aa709172-e301-4b3d-ae6f-f5a506c9f14d,2025-01-21T17:03:30-05:00
CP-SM-73-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=aa67426e-912b-466b-b505-e4b42d504601,2024-12-27T14:30:00-05:00
CP-SM-73-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e1077ffb-3595-43df-92b9-c40c6a6e85c8,2024-12-27T14:30:00-05:00
CP-SM-73-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=32a5c5d2-9b78-4057-87f0-29afed3d8b45,2025-01-21T15:55:39-05:00
CP-SM-73-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=daa112b9-7e86-44cf-8791-92b24c77d102,2025-01-21T15:55:39-05:00
CP-SM-72-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3c6cdea1-ced1-4b61-934a-57c4729223cf,2024-12-26T16:14:00-05:00
CP-SM-72-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=093ea0e7-3adb-4ea1-bf0f-03fc1b8a3b59,2024-12-26T16:14:00-05:00
CP-SM-72-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1b498a72-e4d4-4b68-ac6f-eccf97fd2482,2025-01-17T16:56:24-05:00
CP-SM-72-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=16df09af-eacf-4ecb-8fcd-5a5a5338d344,2025-01-17T16:56:24-05:00
CP-SM-52-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dd8b9714-4e84-48a2-9d0c-85e6c7e0f80f,2024-12-05T12:50:00-05:00
CP-SM-52-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cbd79e7a-2604-41dc-9463-8f5e51b397d4,2024-12-05T12:50:00-05:00
CP-SM-52-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=50815114-41dd-41c8-b633-e99e4a6873fe,2025-01-20T18:01:57-05:00
CP-SM-52-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a8ff49f7-f414-42d5-9434-a6f1c4ad632b,2025-01-20T18:01:57-05:00
CP-SM-50-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=db9c5d99-1076-4e38-ba3b-30e2d3f1fad4,2024-12-12T17:24:00-05:00
CP-SM-50-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=581bdd20-6dda-4930-82c0-0eff90185cb6,2024-12-12T17:24:00-05:00
CP-SM-50-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d0e10ccf-1736-4d90-9426-5838ad801562,2025-01-08T11:22:34-05:00
CP-SM-50-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=24d5dbe5-9508-4e79-8644-d6774eefd81f,2025-01-08T11:22:34-05:00
CP-SM-50-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e30f48c1-6ccf-4b45-b6b2-dc6729ed8c1d,2025-02-07T17:19:05-05:00
CP-SM-50-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2604f690-006f-4162-97d6-168a3860ffdd,2025-02-07T17:19:05-05:00
CP-SM-50-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=de03b8ac-f120-4720-8d94-ccaa309411ce,2025-02-07T17:19:06-05:00
CP-SM-38-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2bcd1adf-81e1-45fd-80e2-e2581a813a9d,2024-12-18T14:59:00-05:00
CP-SM-38-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4116da15-0af0-4a0e-96bd-09ac453c3e45,2024-12-18T14:59:00-05:00
CP-SM-38-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2c8074bd-9250-4112-80bd-23cf4ac04700,2025-01-16T16:44:56-05:00
CP-SM-38-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=28159259-a1e9-4996-bb93-a62b404a6a92,2025-01-16T16:44:56-05:00
CP-SM-38-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f6e4157c-319c-4ccd-a1dd-a47e702020a1,2025-02-03T16:15:00-05:00
CP-SM-38-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8017c160-c3b1-4633-b2c3-f62638561369,2025-02-03T16:15:00-05:00
CP-SM-38-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ace19d56-fe29-4e3e-8f27-19723c2bd2b0,2025-02-03T16:15:00-05:00
CP-SM-16-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=244ccf85-515b-40f1-8edb-8a52297eb513,2024-12-26T16:51:00-05:00
CP-SM-16-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6ddd3436-fd21-489f-a09b-b67767f78f98,2024-12-26T16:51:00-05:00
CP-SM-16-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3d3ec45b-baab-48dc-a53c-7207abe71f53,2025-01-23T17:14:16-05:00
CP-SM-16-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=884b2792-8c16-4acb-9a65-a969f804e0d5,2025-01-23T17:14:16-05:00
CP-SM-69-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=941682b3-1e2f-4412-adba-e05fe5219f24,2024-12-13T15:18:00-05:00
CP-SM-69-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b5a97ac7-bc6b-4ef6-a348-e935586fca28,2024-12-13T15:18:00-05:00
CP-SM-69-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6dd25026-f902-4696-bb39-16dd8ac5e7aa,2025-01-08T08:12:59-05:00
CP-SM-69-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3b80c3f2-b96c-4574-9f91-2e8304cb9fb1,2025-01-10T12:13:17-05:00
CP-SM-17-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c967290e-c543-4a64-9d9e-f28dfb90f714,2024-12-26T17:40:00-05:00
CP-SM-17-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=83c40dd3-bdf4-4fbd-9b87-bb850f51bfbb,2024-12-26T17:40:00-05:00
LP-SM-30-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b9dea66d-f4f7-4d79-923c-f040b46edfb3,2024-12-17T10:27:00-05:00
LP-SM-30-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=22020a15-606a-49a8-8bc3-5691737ba6b1,2024-12-17T10:27:00-05:00
LP-SM-7-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5d8fe07a-0b20-420b-911b-a1dc460df1fc,2024-12-12T11:33:00-05:00
LP-SM-7-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=004267a9-23f7-4ca5-a7ad-222483f0c427,2024-12-12T11:33:00-05:00
AS-SM-69-2024-ELSE-2,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6cf29432-9e9d-4ff2-801a-65df1d0ce5de,2024-12-13T16:44:00-05:00
AS-SM-69-2024-ELSE-2,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8f051102-8a24-4aa9-9c80-f04cb6fe60ec,2024-12-13T16:44:00-05:00
AS-SM-69-2024-ELSE-2,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=50a9d42e-9684-4039-babf-a07a7090ec72,2024-12-13T16:44:00-05:00
AS-SM-69-2024-ELSE-2,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4212b582-d658-4d51-acb5-17f16afc3599,2024-12-19T17:10:25-05:00
AS-SM-69-2024-ELSE-2,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8df07d0d-d34f-47a1-bfcc-9a41f78f6ef5,2024-12-19T17:10:25-05:00
AS-SM-69-2024-ELSE-2,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=99f16158-0255-4de4-9997-0d0107384d36,2025-01-09T22:30:11-05:00
AS-SM-69-2024-ELSE-2,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a39a4e8b-bada-4f15-bcd4-3ec8be149ae5,2025-01-09T22:30:11-05:00
AS-SM-69-2024-ELSE-2,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ecc604e2-e75a-4d61-b876-9aea828b7134,2025-01-09T22:30:11-05:00
SIE-SIE-4-2024-ELSE-2,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cdac1399-4046-439d-97bf-47de5241b75d,2024-12-05T14:53:00-05:00
SIE-SIE-4-2024-ELSE-2,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0aafa664-28d2-449b-ae9e-410f1a659f41,2024-12-05T14:53:00-05:00
SIE-SIE-4-2024-ELSE-2,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d33b76b8-f66c-470f-a603-33ad25b816ea,2024-12-05T14:53:00-05:00
AS-SM-30-2024-ELSE-1,Bases Administrativas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4f16b585-dda5-447d-833f-47ce4a235e0c,2024-12-03T16:48:00-05:00
AS-SM-30-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=444d18d8-7650-4a79-ac1f-004b081c6c96,2024-12-03T16:48:00-05:00
AS-SM-30-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f51ea370-f7ba-4e13-99fe-27c44289eac1,2024-12-12T11:45:00-05:00
AS-SM-30-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f184f117-973b-4451-8eb6-c8dfbfb23688,2024-12-11T08:11:48-05:00
AS-SM-30-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e9afd750-2b06-43c1-9f38-d1bc615fe384,2024-12-26T17:05:03-05:00
AS-SM-30-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a1a3084e-2fd9-43e6-9f41-fd2208a6488c,2024-12-26T17:05:04-05:00
AS-SM-30-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ce1b4bff-0824-45ae-ae4f-21063266de8e,2024-12-26T17:05:04-05:00
LP-SM-28-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f79e39fb-48f2-4c6e-b7a1-0a1757757ba9,2024-11-29T15:22:00-05:00
LP-SM-28-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=75153be2-5bba-43fe-922b-180983379a14,2024-11-29T15:22:00-05:00
LP-SM-28-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=515d1b6c-2a75-4278-9877-3d16524d0dd5,2024-12-26T16:30:39-05:00
LP-SM-28-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=866ca7f3-0be8-45e1-afb0-9bcb478bc639,2024-12-26T16:30:39-05:00
LP-SM-28-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dec84fd6-433d-4dfe-9fec-b2c624009fc8,2025-01-31T17:14:26-05:00
LP-SM-28-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=780f00af-6c4f-4112-a47a-6e1325f0c100,2025-01-31T17:14:26-05:00
LP-SM-28-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1da27bd1-25d6-49e0-a30c-69363dbc33f5,2025-01-31T17:14:26-05:00
